CRN,MC_BAG_IND,MC_DVR_BOOTS_IND,MC_DVR_EDC_IND,MC_DVR_EYEPRT_IND,MC_DVR_HLMTDOT_IND,MC_DVR_HLMTON_IND,MC_DVR_HLMT_TYPE,MC_DVR_LNGPNTS_IND,MC_DVR_LNGSLV_IND,MC_ENGINE_SIZE,MC_PASSNGR_IND,MC_PAS_BOOTS_IND,MC_PAS_EYEPRT_IND,MC_PAS_HLMTDOT_IND,MC_PAS_HLMTON_IND,MC_PAS_HLMT_TYPE,MC_PAS_LNGPNTS_IND,MC_PAS_LNGSLV_IND,MC_TRAIL_IND,UNIT_NUM
2005206903,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,1
2005206907,U,U,U,U,U,U,9.0,U,U,01450,Y,U,U,U,U,9.0,U,U,U,1
2005206919,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,1
2005206974,,,,,,,,,,,,,,,,,,,,2
2005207027,,,,,,,,,,,,,,,,,,,,2
2005207057,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,2
2005207088,U,U,U,U,U,U,9.0,U,U,01200,N,,,,,,,,U,2
2005207133,U,U,U,U,U,U,9.0,U,U,01340,N,,,,,,,,U,1
2005207183,U,U,U,U,U,U,9.0,U,U,00750,N,,,,,,,,U,1
2005207277,U,U,U,U,U,U,9.0,U,U,00000,N,,,,,,,,U,1
2005207329,,,,,,,,,,,,,,,,,,,,1
2005207347,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005207506,U,U,U,U,U,U,9.0,U,U,01450,Y,U,U,U,U,9.0,U,U,U,1
2005207513,U,U,U,U,U,U,9.0,U,U,01101,N,,,,,,,,U,2
2005207536,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,1
2005207614,U,U,U,U,U,U,9.0,U,U,01670,N,,,,,,,,U,2
2005207628,U,U,U,U,U,U,9.0,U,U,00000,N,,,,,,,,U,1
2005207663,U,U,U,U,U,U,9.0,U,U,01170,N,,,,,,,,U,2
2005207680,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,2
2005207718,,,,,,,,,,,,,,,,,,,,2
2005207754,,,,,,,,,,,,,,,,,,,,2
2005207771,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,1
2005207850,U,U,U,U,U,U,9.0,U,U,00650,N,,,,,,,,U,1
2005207862,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,2
2005207866,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,2
2005207991,U,U,U,U,U,U,9.0,U,U,01340,N,,,,,,,,U,2
2005208120,U,U,U,U,U,U,9.0,U,U,00125,N,,,,,,,,U,2
2005208121,U,U,U,U,U,U,9.0,U,U,00125,N,,,,,,,,U,1
2005208350,U,U,U,U,U,U,9.0,U,U,01795,N,,,,,,,,U,2
2005208356,U,U,U,U,U,U,9.0,U,U,00649,N,,,,,,,,U,2
2005208376,U,U,U,U,U,U,9.0,U,U,00599,Y,U,U,U,U,9.0,U,U,U,1
2005208579,U,U,U,U,U,U,9.0,U,U,00750,N,,,,,,,,U,1
2005208756,U,U,U,U,U,U,9.0,U,U,00487,N,,,,,,,,U,1
2005208838,,,,,,,,,,,,,,,,,,,,2
2005208958,,,,,,,,,,,,,,,,,,,,1
2005209004,U,U,U,U,U,U,9.0,U,U,00736,N,,,,,,,,U,2
2005209035,U,U,U,U,U,U,9.0,U,U,01340,N,,,,,,,,U,2
2005209103,,,,,,,,,,,,,,,,,,,,2
2005209104,U,U,U,U,U,U,9.0,U,U,01340,Y,U,U,U,U,9.0,U,U,U,1
2005209231,U,U,U,U,U,U,9.0,U,U,01200,N,,,,,,,,U,1
2005209326,,,,,,,,,,,,,,,,,,,,1
2005209410,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,1
2005209418,,,,,,,,,,,,,,,,,,,,2
2005209490,,,,,,,,,,,,,,,,,,,,1
2005209618,U,U,U,U,U,U,9.0,U,U,00998,N,,,,,,,,U,1
2005209623,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,2
2005209649,U,U,U,U,U,U,9.0,U,U,00250,N,,,,,,,,U,1
2005209650,,,,,,,,,,,,,,,,,,,,1
2005209666,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005209778,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,1
2005209994,,,,,,,,,,,,,,,,,,,,2
2005209996,U,U,U,U,U,U,9.0,U,U,00645,N,,,,,,,,U,2
2005210037,,,,,,,,,,,,,,,,,,,,1
2005210038,U,U,U,U,U,U,9.0,U,U,00600,Y,U,U,U,U,9.0,U,U,U,1
2005210052,,,,,,,,,,,,,,,,,,,,1
2005210065,,,,,,,,,,,,,,,,,,,,2
2005210108,,,,,,,,,,,,,,,,,,,,2
2005210299,,,,,,,,,,,,,,,,,,,,2
2005210346,,,,,,,,,,,,,,,,,,,,1
2005210347,,,,,,,,,,,,,,,,,,,,2
2005210462,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005210540,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,2
2005210545,,,,,,,,,,,,,,,,,,,,2
2005210677,,,,,,,,,,,,,,,,,,,,2
2005210694,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005210747,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005210763,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,2
2005210922,,,,,,,,,,,,,,,,,,,,2
2005210969,U,U,U,U,U,U,9.0,U,U,00749,N,,,,,,,,U,1
2005211125,U,U,U,U,U,U,9.0,U,U,01340,N,,,,,,,,U,2
2005211502,U,U,U,U,U,U,9.0,U,U,00000,N,,,,,,,,U,2
2005211524,U,U,U,U,U,U,9.0,U,U,01450,Y,U,U,U,U,9.0,U,U,U,1
2005211627,U,U,U,U,U,U,9.0,U,U,00000,N,,,,,,,,U,1
2005211824,U,U,U,U,U,U,9.0,U,U,00919,N,,,,,,,,U,1
2005211829,,,,,,,,,,,,,,,,,,,,1
2005211852,U,U,U,U,U,U,9.0,U,U,01200,N,,,,,,,,U,1
2005212028,,,,,,,,,,,,,,,,,,,,2
2005212029,U,U,U,U,U,U,9.0,U,U,00600,N,,,,,,,,U,1
2005212049,,,,,,,,,,,,,,,,,,,,2
2005212078,U,U,U,U,U,U,9.0,U,U,00496,N,,,,,,,,U,1
2005212795,,,,,,,,,,,,,,,,,,,,1
2005213403,U,U,U,U,U,U,9.0,U,U,00000,N,,,,,,,,U,2
2005213628,,,,,,,,,,,,,,,,,,,,2
2005213635,U,U,U,U,U,U,9.0,U,U,01450,N,,,,,,,,U,2
2005213639,U,U,U,U,U,U,9.0,U,U,01200,N,,,,,,,,U,1
2005213661,U,U,U,U,U,U,9.0,U,U,00599,N,,,,,,,,U,1
2005213698,,,,,,,,,,,,,,,,,,,,1
2005213762,,,,,,,,,,,,,,,,,,,,1
2005213763,,,,,,,,,,,,,,,,,,,,1
2005213769,U,U,U,U,U,U,9.0,U,U,00998,Y,U,U,U,U,9.0,U,U,U,1
2005214241,,,,,,,,,,,,,,,,,,,,2
2005400153,Y,N,Y,Y,Y,Y,3.0,Y,Y,80O,N,,,,,,,,N,1
2005400153,Y,N,Y,Y,Y,Y,3.0,Y,Y,00800,N,,,,,,,,N,2
2005400155,,,,,,,,,,,,,,,,,,,,2
2005400274,N,N,U,Y,N,N,0.0,Y,Y,00150,N,,,,,,,,N,1
2005400458,Y,Y,U,Y,U,Y,3.0,Y,Y,99999,N,,,,,,,,N,2
2005400559,,,,,,,,,,,,,,,,,,,,2
2005400596,,,,,,,,,,,,,,,,,,,,1
2005400857,N,Y,N,Y,U,N,1.0,Y,Y,00600,N,,,,,,,,N,1
2005400979,,,,,,,,,,,,,,,,,,,,1
2005401032,N,N,U,Y,Y,Y,1.0,N,N,00250,N,,,,,,,,N,2
2005401250,U,U,U,N,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005401335,,,,,,,,,,,,,,,,,,,,2
2005401342,N,N,N,Y,U,Y,1.0,N,N,99999,N,,,,,,,,N,1
2005401576,N,N,N,N,N,N,0.0,N,N,00750,N,,,,,,,,N,1
2005401731,N,N,Y,N,Y,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005401937,N,U,U,U,,,0.0,U,U,01200,N,,,,,,,,N,1
2005401937,N,Y,U,Y,Y,Y,2.0,Y,Y,01450,Y,Y,Y,Y,Y,1.0,Y,Y,N,2
2005402508,,,,,,,,,,,,,,,,,,,,1
2005402508,,,,,,,,,,,,,,,,,,,,2
2005402636,N,N,Y,Y,Y,N,2.0,Y,N,01200,N,,,,,,,,N,1
2005402739,,,,,,,,,,,,,,,,,,,,1
2005402781,N,N,N,Y,U,Y,1.0,N,N,99999,N,,,,,,,,N,1
2005403060,N,Y,U,Y,Y,Y,1.0,Y,Y,01292,N,,,,,,,,N,1
2005403471,N,N,Y,N,N,Y,3.0,Y,Y,99999,N,,,,,,,,N,1
2005403677,N,Y,U,Y,,,0.0,Y,N,99999,N,,,,,,,,N,1
2005403708,N,N,U,U,,,0.0,N,N,99999,N,,,,,,,,N,1
2005403765,N,Y,N,Y,,,0.0,Y,Y,99999,N,,,,,,,,N,2
2005403923,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005404001,,,,,,,,,,,,,,,,,,,,1
2005404097,,,,,,,,,,,,,,,,,,,,1
2005404108,,,,,,,,,,,,,,,,,,,,2
2005404119,N,N,U,Y,Y,Y,1.0,N,N,01100,N,,,,,,,,N,4
2005404299,N,U,U,Y,Y,Y,1.0,Y,N,99999,N,,,,,,,,N,2
2005404398,,,,,,,,,,,,,,,,,,,,2
2005404403,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005404404,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404405,,,,,,,,,,,,,,,,,,,,1
2005404406,,,,,,,,,,,,,,,,,,,,2
2005404407,,,,,,,,,,,,,,,,,,,,2
2005404415,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404417,,,,,,,,,,,,,,,,,,,,2
2005404418,,,,,,,,,,,,,,,,,,,,2
2005404419,,,,,,,,,,,,,,,,,,,,2
2005404421,,,,,,,,,,,,,,,,,,,,2
2005404426,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005404440,,,,,,,,,,,,,,,,,,,,2
2005404443,,,,,,,,,,,,,,,,,,,,2
2005404475,,,,,,,,,,,,,,,,,,,,2
2005404487,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005404491,U,U,U,N,N,N,0.0,U,U,99999,Y,U,N,N,N,0.0,U,U,U,1
2005404492,U,U,U,U,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404525,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005404530,,,,,,,,,,,,,,,,,,,,2
2005404544,N,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,N,2
2005404546,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404549,U,U,U,U,U,U,9.0,U,U,99999,Y,U,U,U,U,9.0,U,U,U,2
2005404559,,,,,,,,,,,,,,,,,,,,1
2005404617,,,,,,,,,,,,,,,,,,,,2
2005404619,,,,,,,,,,,,,,,,,,,,2
2005404634,,,,,,,,,,,,,,,,,,,,1
2005404634,,,,,,,,,,,,,,,,,,,,2
2005404642,,,,,,,,,,,,,,,,,,,,2
2005404644,,,,,,,,,,,,,,,,,,,,1
2005404646,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005404719,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404741,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005404773,,,,,,,,,,,,,,,,,,,,2
2005404786,,,,,,,,,,,,,,,,,,,,2
2005404931,N,Y,U,Y,Y,Y,1.0,Y,N,00250,N,,,,,,,,N,1
2005404950,N,N,N,Y,Y,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005405017,Y,Y,N,Y,U,Y,1.0,Y,N,99999,N,,,,,,,,N,1
2005405132,,,,,,,,,,,,,,,,,,,,1
2005405375,N,N,Y,Y,Y,Y,1.0,Y,Y,00650,N,,,,,,,,N,1
2005405386,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405435,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405464,,,,,,,,,,,,,,,,,,,,2
2005405466,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005405470,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005405479,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405481,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405485,N,U,U,Y,Y,Y,1.0,Y,Y,01800,N,,,,,,,,N,2
2005405499,,,,,,,,,,,,,,,,,,,,2
2005405738,N,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,N,1
2005405744,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405748,,,,,,,,,,,,,,,,,,,,2
2005405843,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005405881,,,,,,,,,,,,,,,,,,,,1
2005405885,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005405903,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005405906,,,,,,,,,,,,,,,,,,,,2
2005405930,N,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,N,2
2005405931,,,,,,,,,,,,,,,,,,,,2
2005405957,,,,,,,,,,,,,,,,,,,,2
2005405971,,,,,,,,,,,,,,,,,,,,2
2005405986,Y,N,N,Y,Y,Y,1.0,N,N,00750,N,,,,,,,,N,1
2005406037,U,U,U,U,U,U,9.0,U,U,99999,U,,,,,,,,U,2
2005406052,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406154,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005406190,,,,,,,,,,,,,,,,,,,,1
2005406213,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406241,,,,,,,,,,,,,,,,,,,,2
2005406245,U,U,U,N,N,N,0.0,U,U,99999,Y,U,N,N,N,0.0,U,U,U,1
2005406252,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005406258,,,,,,,,,,,,,,,,,,,,1
2005406264,,,,,,,,,,,,,,,,,,,,1
2005406265,U,U,U,Y,Y,Y,2.0,Y,Y,99999,N,,,,,,,,U,2
2005406285,,,,,,,,,,,U,,,,,,,,,1
2005406309,,,,,,,,,,,,,,,,,,,,2
2005406310,,,,,,,,,,,,,,,,,,,,2
2005406311,Y,Y,U,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,2
2005406335,,,,,,,,,,,,,,,,,,,,2
2005406346,N,Y,U,Y,,,0.0,Y,N,00250,N,,,,,,,,N,1
2005406490,,,,,,,,,,,,,,,,,,,,1
2005406491,U,U,U,N,N,N,0.0,U,U,99999,Y,U,N,N,N,0.0,U,U,U,2
2005406495,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406497,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406503,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406504,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406511,,,,,,,,,,,,,,,,,,,,2
2005406519,,,,,,,,,,,,,,,,,,,,1
2005406524,,,,,,,,,,,,,,,,,,,,1
2005406527,,,,,,,,,,,,,,,,,,,,2
2005406531,,,,,,,,,,,,,,,,,,,,2
2005406535,U,U,U,N,N,N,0.0,U,U,99999,Y,U,N,N,N,0.0,U,U,U,1
2005406536,,,,,,,,,,,,,,,,,,,,1
2005406542,,,,,,,,,,,,,,,,,,,,2
2005406549,,,,,,,,,,,,,,,,,,,,1
2005406559,,,,,,,,,,,,,,,,,,,,2
2005406559,,,,,,,,,,,,,,,,,,,,4
2005406568,,,,,,,,,,,,,,,,,,,,2
2005406701,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406715,,,,,,,,,,,,,,,,,,,,2
2005406717,,,,,,,,,,,,,,,,,,,,1
2005406718,,,,,,,,,,,,,,,,,,,,2
2005406731,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406740,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406769,,,,,,,,,,,,,,,,,,,,2
2005406771,,,,,,,,,,,,,,,,,,,,1
2005406792,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406802,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406845,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406851,,,,,,,,,,,,,,,,,,,,2
2005406858,N,Y,U,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005406859,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406862,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406864,,,,,,,,,,,,,,,,,,,,2
2005406869,,,,,,,,,,,,,,,,,,,,2
2005406869,,,,,,,,,,,,,,,,,,,,3
2005406888,Y,Y,U,Y,U,U,9.0,Y,Y,99999,N,,,,,,,,N,2
2005406902,,,,,,,,,,,,,,,,,,,,1
2005406910,,,,,,,,,,,,,,,,,,,,2
2005406919,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406919,,,,,,,,,,,,,,,,,,,,2
2005406939,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406943,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406946,,,,,,,,,,,,,,,,,,,,2
2005406951,N,Y,U,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005406952,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005406988,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406991,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005406998,,,,,,,,,,,,,,,,,,,,1
2005407001,,,,,,,,,,,,,,,,,,,,1
2005407015,,,,,,,,,,,,,,,,,,,,1
2005407019,U,U,U,N,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005407024,,,,,,,,,,,,,,,,,,,,2
2005407025,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005407027,,,,,,,,,,,,,,,,,,,,1
2005407029,,,,,,,,,,,,,,,,,,,,2
2005407043,,,,,,,,,,,,,,,,,,,,1
2005407046,N,Y,U,Y,Y,Y,1.0,Y,Y,01300,N,,,,,,,,N,1
2005407046,N,Y,U,Y,Y,Y,1.0,Y,Y,01300,N,,,,,,,,N,3
2005407100,,,,,,,,,,,,,,,,,,,,2
2005407119,,,,,,,,,,,,,,,,,,,,2
2005407120,,,,,,,,,,,,,,,,,,,,2
2005407120,,,,,,,,,,,,,,,,,,,,3
2005407131,,,,,,,,,,,,,,,,,,,,1
2005407132,,,,,,,,,,,,,,,,,,,,1
2005407132,,,,,,,,,,,,,,,,,,,,2
2005407170,N,Y,N,Y,N,N,0.0,Y,N,01299,N,,,,,,,,N,1
2005407633,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005407646,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005407662,,,,,,,,,,,,,,,,,,,,1
2005407667,U,U,U,Y,U,U,9.0,U,U,99999,Y,U,Y,U,U,9.0,U,U,U,1
2005407668,,,,,,,,,,,,,,,,,,,,1
2005407669,,,,,,,,,,,,,,,,,,,,2
2005407676,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005407680,,,,,,,,,,,,,,,,,,,,2
2005407689,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005407690,,,,,,,,,,,,,,,,,,,,1
2005407692,,,,,,,,,,,,,,,,,,,,2
2005407845,,,,,,,,,,,,,,,,,,,,2
2005407847,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005407857,,,,,,,,,,,,,,,,,,,,2
2005407872,,,,,,,,,,,,,,,,,,,,2
2005407952,,,,,,,,,,,,,,,,,,,,1
2005407967,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005407970,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,N,2
2005407973,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005407981,N,U,Y,N,N,N,0.0,Y,N,99999,N,,,,,,,,N,2
2005408000,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005408005,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005408011,,,,,,,,,,,,,,,,,,,,1
2005408017,N,U,N,N,U,U,9.0,U,U,99999,N,,,,,,,,N,2
2005408029,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005408038,,,,,,,,,,,,,,,,,,,,2
2005408041,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005408048,,,,,,,,,,,,,,,,,,,,2
2005408049,,,,,,,,,,,,,,,,,,,,1
2005408053,,,,,,,,,,,,,,,,,,,,1
2005408054,,,,,,,,,,,,,,,,,,,,2
2005408071,,,,,,,,,,,,,,,,,,,,1
2005408094,,,,,,,,,,,,,,,,,,,,1
2005408094,,,,,,,,,,,,,,,,,,,,2
2005408150,N,Y,U,Y,Y,Y,1.0,Y,Y,00900,N,,,,,,,,N,1
2005408177,N,N,Y,Y,Y,Y,1.0,Y,N,01000,N,,,,,,,,N,2
2005408184,Y,Y,Y,Y,Y,Y,1.0,Y,Y,01500,N,,,,,,,,N,1
2005408188,U,Y,U,Y,,,0.0,Y,N,99999,N,,,,,,,,U,1
2005408189,,,,,,,,,,,,,,,,,,,,2
2005408190,U,U,U,Y,,,0.0,Y,U,99999,N,,,,,,,,U,1
2005408206,N,U,U,U,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005408230,U,Y,Y,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,U,1
2005408243,,,,,,,,,,,,,,,,,,,,2
2005408244,U,Y,U,U,N,N,0.0,Y,Y,99999,N,,,,,,,,U,1
2005408244,,Y,Y,Y,,,,Y,Y,IID,,,,,,,,,,2
2005408284,,,,,,,,,,,,,,,,,,,,2
2005408310,U,Y,U,Y,,,0.0,Y,Y,99999,N,,,,,,,,N,1
2005408311,N,N,U,N,,,0.0,N,N,99999,N,,,,,,,,N,2
2005408312,U,U,U,U,U,Y,1.0,Y,Y,99999,N,,,,,,,,U,1
2005408316,,,,,,,,,,,,,,,,,,,,2
2005408322,,,,,,,,,,,,,,,,,,,,2
2005408323,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005408325,U,U,U,Y,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005408328,,,,,,,,,,,,,,,,,,,,2
2005408345,Y,Y,N,Y,Y,U,3.0,Y,Y,01450,Y,Y,Y,Y,U,2.0,Y,Y,N,2
2005408663,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005408704,,,,,,,,,,,,,,,,,,,,2
2005409188,Y,N,Y,U,U,N,2.0,Y,N,01000,N,,,,,,,,N,1
2005409256,Y,Y,Y,Y,Y,Y,1.0,Y,Y,01500,N,,,,,,,,N,1
2005409295,,,,,,,,,,,,,,,,,,,,1
2005409496,,,,,,,,,,,,,,,,,,,,2
2005410061,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005410134,,,,,,,,,,,,,,,,,,,,2
2005410277,U,Y,Y,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,U,1
2005410377,,,,,,,,,,,,,,,,,,,,2
2005410452,,,,,,,,,,,,,,,,,,,,2
2005410458,,,,,,,,,,,,,,,,,,,,2
2005410477,,,,,,,,,,,,,,,,,,,,2
2005410482,U,U,U,N,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005410591,,,,,,,,,,,,,,,,,,,,2
2005410594,,,,,,,,,,,,,,,,,,,,1
2005410604,,,,,,,,,,,,,,,,,,,,1
2005410631,N,Y,Y,Y,Y,Y,1.0,Y,Y,00750,N,,,,,,,,N,1
2005410675,U,U,U,Y,U,U,9.0,U,U,99999,Y,U,Y,U,U,9.0,U,U,U,1
2005410733,,,,,,,,,,,,,,,,,,,,2
2005410738,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005410976,,,,,,,,,,,,,,,,,,,,1
2005411062,N,N,N,Y,Y,Y,0.0,Y,N,01300,N,,,,,,,,N,1
2005411285,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005411288,,,,,,,,,,,,,,,,,,,,2
2005411340,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,2
2005411351,,,,,,,,,,,,,,,,,,,,3
2005411846,,,,,,,,,,,U,,,,,,,,,1
2005411856,Y,Y,Y,Y,,,0.0,Y,Y,01440,N,,,,,,,,N,1
2005411860,N,Y,N,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005411872,N,N,N,Y,Y,Y,1.0,Y,Y,01000,N,,,,,,,,N,2
2005411891,N,U,U,Y,U,Y,1.0,Y,Y,99999,N,,,,,,,,N,2
2005411894,N,N,N,Y,U,N,1.0,Y,Y,99999,N,,,,,,,,N,1
2005411955,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005411968,N,N,U,Y,U,Y,1.0,Y,N,00750,N,,,,,,,,N,1
2005412072,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,2
2005412108,,,,,,,,,,,,,,,,,,,,2
2005412115,U,U,U,U,U,U,9.0,U,U,99999,N,,,,,,,,U,1
2005412190,,,,,,,,,,,,,,,,,,,,1
2005412437,,,,,,,,,,,,,,,,,,,,2
2005412446,N,N,Y,Y,Y,Y,1.0,Y,Y,99999,N,,,,,,,,N,1
2005412655,N,N,N,Y,Y,Y,1.0,Y,Y,00599,N,,,,,,,,N,2
2005412782,,,,,,,,,,,,,,,,,,,,2
2005412821,N,N,N,Y,Y,Y,1.0,Y,Y,00600,N,N,N,,,,N,N,N,1
2005412991,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,N,1
2005413029,Y,Y,Y,Y,Y,Y,2.0,Y,Y,01450,N,,,,,,,,N,2
2005413033,N,N,N,N,,,0.0,Y,Y,00050,N,,,,,,,,N,1
2005413185,,,,,,,,,,,,,,,,,,,,2
2005413430,,,,,,,,,,,,,,,,,,,,1
2005413431,,,,,,,,,,,,,,,,,,,,2
2005413593,,,,,,,,,,,,,,,,,,,,2
2005413731,N,Y,U,Y,Y,Y,1.0,Y,N,00650,N,,,,,,,,N,1
2005413738,U,U,U,N,,,0.0,U,U,99999,N,,,,,,,,U,2
2005413790,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,2
2005413945,U,U,U,Y,U,U,1.0,U,U,99999,N,,,,,,,,U,1
2005414184,,,,,,,,,,,U,,,,,,,,,2
2005414211,,,,,,,,,,,U,,,,,,,,,2
2005414390,,,,,,,,,,,,,,,,,,,,2
2005414422,U,U,U,N,N,N,0.0,U,U,99999,N,,,,,,,,U,1
2005414451,,,,,,,,,,,,,,,,,,,,1
2005414592,,,,,,,,,,,,,,,,,,,,2
